yearID,teamID,lgID,playerID,salary
2002,ATL,NL,marquja01,230000
2002,ATL,NL,martida01,1500000
2002,ATL,NL,millwke01,3900000
2002,ATL,NL,mossda01,215000
2002,ATL,NL,remlimi01,2000000
2002,ATL,NL,sheffga01,9916667
2002,ATL,NL,smoltjo01,7666667
2002,ATL,NL,spoonti01,200000
2002,ATL,NL,surhobj01,4500000
2002,BAL,AL,batisto01,4900000
2002,BAL,AL,bauerri01,200000
2002,BAL,AL,belleal01,12368790
2002,BAL,AL,bordimi01,4873439
2002,BAL,AL,brockch01,1000000
2002,BAL,AL,coninje01,3500000
2002,BAL,AL,cordoma01,2500000
2002,BAL,AL,ericksc01,5142986
2002,BAL,AL,fordybr01,2500000
2002,BAL,AL,garcilu02,200000
2002,BAL,AL,gibboja01,232500
2002,BAL,AL,gilge01,200000
2002,BAL,AL,groombu01,2500000
2002,BAL,AL,hairsje02,300000
2002,BAL,AL,hentgpa01,4246877
2002,BAL,AL,johnsja02,1800000
2002,BAL,AL,juliojo01,216000
2002,BAL,AL,lopezro01,200000
2002,BAL,AL,lunarfe01,225000
2002,BAL,AL,madurca01,270000
2002,BAL,AL,matoslu01,230000
2002,BAL,AL,morame01,350000
2002,BAL,AL,moriami01,200000
2002,BAL,AL,parrijo01,215000
2002,BAL,AL,ponsosi01,2650000
2002,BAL,AL,richach01,300000
2002,BAL,AL,riverlu02,205000
2002,BAL,AL,roberwi01,260000
2002,BAL,AL,ryanbj01,300000
2002,BAL,AL,seguida01,6762895
2002,BAL,AL,singlch01,1400000
2002,BAL,AL,towerjo01,245000
2002,BOS,AL,arrojro01,1900000
2002,BOS,AL,baergca01,700000
2002,BOS,AL,bankswi01,450000
2002,BOS,AL,burkejo03,5500000
2002,BOS,AL,castifr01,2250000
2002,BOS,AL,clarkto02,5000000
2002,BOS,AL,colemmi01,250000
2002,BOS,AL,crawfpa02,205000
2002,BOS,AL,damonjo01,7250000
2002,BOS,AL,daubabr01,2325000
2002,BOS,AL,fossuca01,215000
2002,BOS,AL,garceri01,2200000
2002,BOS,AL,garcino01,9000000
2002,BOS,AL,henderi01,350000
2002,BOS,AL,hermadu01,5833333
2002,BOS,AL,hillesh02,260000
2002,BOS,AL,lowede01,3125000
2002,BOS,AL,martipe02,14000000
2002,BOS,AL,merlolo01,290000
2002,BOS,AL,mirabdo01,650000
2002,BOS,AL,nixontr01,2700000
2002,BOS,AL,offerjo01,6750000
2002,BOS,AL,oliveda02,7000000
2002,BOS,AL,pickeca01,200000
2002,BOS,AL,ramirma02,15462727
2002,BOS,AL,sanchre01,700000
2002,BOS,AL,urbinug01,6700000
2002,BOS,AL,varitja01,3500000
2002,BOS,AL,wakefti01,3200000
2002,BOS,AL,wallaje01,400000
2002,CHA,AL,alomasa02,2500000
2002,CHA,AL,barcelo01,240000
2002,CHA,AL,biddlro01,250000
2002,CHA,AL,buehrma01,310000
2002,CHA,AL,claytro01,4500000
2002,CHA,AL,durhara01,6300000
2002,CHA,AL,foulkke01,4000000
2002,CHA,AL,garlajo01,275000
2002,CHA,AL,glovega01,240000
2002,CHA,AL,graffto01,575000
2002,CHA,AL,howrybo01,1200000
2002,CHA,AL,johnsma02,320000
2002,CHA,AL,konerpa01,3800000
2002,CHA,AL,leeca01,2700000
2002,CHA,AL,liefeje01,285000
2002,CHA,AL,loftoke01,1025000
2002,CHA,AL,marteda01,227500
2002,CHA,AL,ordonma01,6500000
2002,CHA,AL,osunaan01,2200000
2002,CHA,AL,porzimi01,215000
2002,CHA,AL,rauchjo01,200000
2002,CHA,AL,ritchto01,3533333
2002,CHA,AL,rowanaa01,225000
2002,CHA,AL,thomafr04,9927000
2002,CHA,AL,valenjo03,5000000
2002,CHA,AL,wrighda02,220000
2002,CHA,AL,wunscke01,285000
2002,CHN,NL,alfonan01,3550000
2002,CHN,NL,aloumo01,6000000
2002,CHN,NL,bellhma01,224000
2002,CHN,NL,bereja01,3400000
2002,CHN,NL,borowjo01,235000
2002,CHN,NL,brownro01,255000
2002,CHN,NL,clemema01,2500000
2002,CHN,NL,cruzju02,215000
2002,CHN,NL,deshide01,1250000
2002,CHN,NL,farnsky01,410000
2002,CHN,NL,fasseje01,2800000
2002,CHN,NL,girarjo01,1500000
2002,CHN,NL,gonzaal01,4250000
2002,CHN,NL,gordoto01,2800000
2002,CHN,NL,hundlto01,6500000
2002,CHN,NL,lewisda01,500000
2002,CHN,NL,liebejo01,5833333
2002,CHN,NL,macharo01,277500
2002,CHN,NL,mcgrifr01,7250000
2002,CHN,NL,muellbi02,3450000
2002,CHN,NL,ohmanwi01,203500
2002,CHN,NL,ojedaau01,240000
2002,CHN,NL,osbordo01,450000
2002,CHN,NL,patteco01,227500
2002,CHN,NL,sanchje01,1425000
2002,CHN,NL,sosasa01,15000000
2002,CHN,NL,stynech01,1250000
2002,CHN,NL,woodke02,3695000
2002,CIN,NL,acevejo01,233000
2002,CIN,NL,booneaa01,2100000
2002,CIN,NL,broweji01,250000
2002,CIN,NL,caseyse01,4000000
2002,CIN,NL,castrju01,400000
2002,CIN,NL,clarkbr02,233000
2002,CIN,NL,davisla01,246500
2002,CIN,NL,desseel01,1825000
2002,CIN,NL,dunnad01,250000
2002,CIN,NL,encarju01,1550000
2002,CIN,NL,etherse01,224000
2002,CIN,NL,graveda01,3525000
2002,CIN,NL,griffke02,8557223
2002,CIN,NL,guerrwi01,850000
2002,CIN,NL,hamiljo02,500000
2002,CIN,NL,hayneji01,500000
2002,CIN,NL,jenniro01,310000
2002,CIN,NL,larkiba01,9000000
2002,CIN,NL,larueja01,305000
2002,CIN,NL,pinedlu01,208000
2002,CIN,NL,reitsch01,252000
2002,CIN,NL,riedljo01,240000
2002,CIN,NL,rijojo01,500000
2002,CIN,NL,silvajo01,650000
2002,CIN,NL,stinnke01,1000000
2002,CIN,NL,sullisc01,2200000
2002,CIN,NL,taylore01,200000
2002,CIN,NL,walketo04,2050000
2002,CIN,NL,whitega01,2491667
2002,CIN,NL,willisc01,400000
2002,CLE,AL,anderbr01,200000
2002,CLE,AL,baezda01,4125000
2002,CLE,AL,bradlmi01,221000
2002,CLE,AL,branyru01,251000
2002,CLE,AL,burksel01,6666667
2002,CLE,AL,cabrejo02,266000
2002,CLE,AL,colonba01,4925000
2002,CLE,AL,cordewi01,4166667
2002,CLE,AL,diazei01,1087500
2002,CLE,AL,dresery01,206500
2002,CLE,AL,escobal01,205500
2002,CLE,AL,finlech01,7911948
2002,CLE,AL,frymatr01,5825000
2002,CLE,AL,gutieri01,2166667
2002,CLE,AL,lawtoma02,5250000
2002,CLE,AL,mcdonjo03,210000
2002,CLE,AL,nagych01,6000000
2002,CLE,AL,perezed02,500000
2002,CLE,AL,riggaje01,218000
2002,CLE,AL,rincori01,1500000
2002,CLE,AL,riskeda01,227500
2002,CLE,AL,sabatcc01,700000
2002,CLE,AL,shueypa01,3250000
2002,CLE,AL,taubeed01,1800000
2002,CLE,AL,thomeji01,8000000
2002,CLE,AL,vizquom01,4500000
2002,CLE,AL,westbja01,217000
2002,CLE,AL,wickmbo01,3400000
2002,CLE,AL,wohlema01,600000
2002,CLE,AL,wrighja02,4312500
2002,COL,NL,agbaybe01,600000
2002,COL,NL,bennega01,290000
2002,COL,NL,chacosh01,235000
2002,COL,NL,elartsc01,1400000
2002,COL,NL,hamptmi01,9503543
2002,COL,NL,harnipe01,250000
2002,COL,NL,heltoto01,5000000
2002,COL,NL,hollato01,2750000
2002,COL,NL,jamesmi01,500000
2002,COL,NL,jennija01,206000
2002,COL,NL,jimenjo01,1937500
2002,COL,NL,jonesto02,1000000
2002,COL,NL,littlma01,250000
2002,COL,NL,merckke01,500000
2002,COL,NL,neaglde01,7000000
2002,COL,NL,nortogr01,525000
2002,COL,NL,ortizjo02,232000
2002,COL,NL,petribe01,265000
2002,COL,NL,pierrju01,600000
2002,COL,NL,reyesde01,900000
2002,COL,NL,shumpte01,775000
2002,COL,NL,speieju01,310000
2002,COL,NL,thomsjo01,1100000
2002,COL,NL,uribeju01,222000
2002,COL,NL,walkela01,12666667
2002,COL,NL,whiteri01,1000000
2002,COL,NL,zeileto01,6833333
2002,DET,AL,aceveju01,850000
2002,DET,AL,anderma01,1800000
2002,DET,AL,cornena01,218000
2002,DET,AL,cruzja01,400000
2002,DET,AL,easleda01,6250000
2002,DET,AL,farnsje01,200000
2002,DET,AL,fickro01,1150000
2002,DET,AL,haltesh01,1500000
2002,DET,AL,higgibo02,5850000
2002,DET,AL,jacksda04,625000
2002,DET,AL,limajo01,7250000
2002,DET,AL,maciajo01,375000
2002,DET,AL,mageewe01,425000
2002,DET,AL,melusmi01,345000
2002,DET,AL,millema01,202500
2002,DET,AL,moehlbr01,2400000
2002,DET,AL,palmede01,8000000
2002,DET,AL,paniajo01,1325000
2002,DET,AL,paquecr01,2125000
2002,DET,AL,patteda04,1700000
2002,DET,AL,pearste01,200000
2002,DET,AL,pettyad01,217500
2002,DET,AL,redmama01,300000
2002,DET,AL,rivermi02,200000
2002,DET,AL,simonra01,290000
2002,DET,AL,sparkst01,3000000
2002,DET,AL,weaveje01,2350000
2002,DET,AL,youngdm01,5500000
2002,FLO,NL,almanar01,346000
2002,FLO,NL,baezbe01,202000
2002,FLO,NL,beckejo02,2156250
2002,FLO,NL,burneaj01,367500
2002,FLO,NL,castilu01,3325000
2002,FLO,NL,castrra01,216000
2002,FLO,NL,darenvi01,775000
2002,FLO,NL,dempsry01,2475000
2002,FLO,NL,floydcl01,6500000
2002,FLO,NL,foxan01,700000
2002,FLO,NL,gonzaal02,1700000
2002,FLO,NL,johnsch04,5000000
2002,FLO,NL,knottga01,200000
2002,FLO,NL,leede02,2700000
2002,FLO,NL,loopebr01,800000
2002,FLO,NL,lowelmi01,2300000
2002,FLO,NL,malloma01,210000
2002,FLO,NL,millake01,900000
2002,FLO,NL,nunezvl01,360000
2002,FLO,NL,olsenke01,200000
2002,FLO,NL,owenser01,2166667
2002,FLO,NL,ozunapa01,202000
2002,FLO,NL,pennybr01,377500
2002,FLO,NL,raineti01,350000
2002,FLO,NL,redmomi01,650000
2002,FLO,NL,tavarju01,3100000
2002,FLO,NL,tejermi01,201000
2002,FLO,NL,wilsopr01,3500000
2002,HOU,NL,ausmubr01,5000000
2002,HOU,NL,bagweje01,11000000
2002,HOU,NL,berkmla01,500000
2002,HOU,NL,biggicr01,8750000
2002,HOU,NL,blumge01,315000
2002,HOU,NL,brocado01,750000
2002,HOU,NL,cruzne01,375000
2002,HOU,NL,doteloc01,435000
2002,HOU,NL,ensbemo01,200000
2002,HOU,NL,everead01,366750
2002,HOU,NL,hernaca03,210000
2002,HOU,NL,hidalri01,5500000
2002,HOU,NL,huntebr02,1000000
2002,HOU,NL,linebsc01,230000
2002,HOU,NL,lugoju01,325000
2002,HOU,NL,mathetj01,1000000
2002,HOU,NL,merceor01,1050000
2002,HOU,NL,millewa04,350000
2002,HOU,NL,mlickda01,6200000
2002,HOU,NL,oswalro01,300000
2002,HOU,NL,pichahi01,500000
2002,HOU,NL,reynosh01,7666667
2002,HOU,NL,stoneri01,200000
2002,HOU,NL,vizcajo01,1700000
2002,HOU,NL,wagnebi02,8000000
2002,HOU,NL,wardda01,375000
2002,HOU,NL,zaungr01,1150000
2002,KCA,AL,affelje01,200000
2002,KCA,AL,alicelu01,800000
2002,KCA,AL,asencmi01,200000
2002,KCA,AL,austije01,205000
2002,KCA,AL,baileco01,320000
2002,KCA,AL,beltrca01,3500000
2002,KCA,AL,bergebr01,202000
2002,KCA,AL,byrdpa01,850000
2002,KCA,AL,durbich01,275000
2002,KCA,AL,febleca01,775000
2002,KCA,AL,grimsja01,1900000
2002,KCA,AL,hernaro01,6000000
2002,KCA,AL,hinchaj01,260000
2002,KCA,AL,ibanera01,800000
2002,KCA,AL,knoblch01,2000000
2002,KCA,AL,mayda02,375000
2002,KCA,AL,maynebr01,2500000
2002,KCA,AL,mccarda01,850000
2002,KCA,AL,perezne01,4100000
2002,KCA,AL,quinnma01,375000
2002,KCA,AL,randajo01,4000000
2002,KCA,AL,reichda01,310000
2002,KCA,AL,sadledo01,255000
2002,KCA,AL,shousbr01,215000
2002,KCA,AL,steinbl01,1350000
2002,KCA,AL,suppaje01,4150000
2002,KCA,AL,sweenmi01,8000000
2002,KCA,AL,tuckemi01,2250000
2002,KCA,AL,wilsokr01,240000
2002,LAN,NL,ashbyan01,8000000
2002,LAN,NL,beltrad01,2800000
2002,LAN,NL,bocachi01,225000
2002,LAN,NL,brownke01,15714286
2002,LAN,NL,carragi01,360000
2002,LAN,NL,chrismc01,222500
2002,LAN,NL,coraal01,625000
2002,LAN,NL,daalom01,5000000
2002,LAN,NL,dreifda01,9400000
2002,LAN,NL,gagneer01,300000
2002,LAN,NL,greensh01,13416667
2002,LAN,NL,grissma02,5000000
2002,LAN,NL,grudzma01,5000000
2002,LAN,NL,hanseda01,675000
2002,LAN,NL,ishiika01,900000
2002,LAN,NL,izturce01,215000
2002,LAN,NL,jordabr01,6600000
2002,LAN,NL,karroer01,6875000
2002,LAN,NL,kreutch01,1100000
2002,LAN,NL,loducpa01,546667
2002,LAN,NL,mulhote01,3250000
2002,LAN,NL,nomohi01,4500000
2002,LAN,NL,perezod01,625000
2002,LAN,NL,quantpa01,2833333
2002,LAN,NL,rebouje01,450000
2002,LAN,NL,roberda07,217500
2002,MIL,NL,bakopa01,750000
2002,MIL,NL,belliro01,1650000
2002,MIL,NL,buddimi01,218000
2002,MIL,NL,cabrejo01,705000
2002,MIL,NL,casanra01,850000
2002,MIL,NL,dejeami01,1400000
2002,MIL,NL,foxch02,1200000
2002,MIL,NL,hammoje01,7500000
2002,MIL,NL,harrile01,1100000
2002,MIL,NL,hernajo01,3333333
2002,MIL,NL,houstty01,1625000
2002,MIL,NL,jenkige01,3187500
2002,MIL,NL,kingra01,300000
2002,MIL,NL,leskacu01,3500000
2002,MIL,NL,lopezlu02,700000
2002,MIL,NL,loretma01,5000000
2002,MIL,NL,neugeni01,202000
2002,MIL,NL,nomurta01,430000
2002,MIL,NL,ochoaal01,2750000
2002,MIL,NL,queveru01,252500
2002,MIL,NL,rigdopa01,255000
2002,MIL,NL,ruschgl01,2800000
2002,MIL,NL,sanchal03,202000
2002,MIL,NL,sexsori01,3125000
2002,MIL,NL,sheetbe01,290000
2002,MIL,NL,stairma01,500000
2002,MIL,NL,vizcalu01,212500
2002,MIL,NL,wrighja01,4250000
2002,MIL,NL,younger01,2000000
2002,MIN,AL,buchabr01,225000
2002,MIN,AL,canizja01,235000
2002,MIN,AL,cressja01,222500
2002,MIN,AL,duvalmi01,225000
2002,MIN,AL,fredeke01,200000
2002,MIN,AL,guarded01,1800000
2002,MIN,AL,guzmacr01,1425000
2002,MIN,AL,hawkila01,2750000
2002,MIN,AL,hockide01,1100000
2002,MIN,AL,hunteto01,2400000
2002,MIN,AL,jacksmi02,500000
2002,MIN,AL,jonesja04,312500
2002,MIN,AL,koskico01,2150000
2002,MIN,AL,lohseky01,215000
2002,MIN,AL,maysjo01,2350000
2002,MIN,AL,mientdo01,285000
2002,MIN,AL,miltoer01,4000000
2002,MIN,AL,mohrdu01,200000
2002,MIN,AL,morriwa02,275000
2002,MIN,AL,ortizda01,950000
2002,MIN,AL,pierzaj01,250000
2002,MIN,AL,princto01,450000
2002,MIN,AL,radkebr01,8750000
2002,MIN,AL,reedri01,7000000
2002,MIN,AL,rivaslu01,240000
2002,MIN,AL,romerjc01,215000
2002,MIN,AL,wellsbo01,1700000
2002,MON,NL,armasto02,335000
2002,MON,NL,barremi01,1150000
2002,MON,NL,bergepe01,250000
2002,MON,NL,cabreor01,2400000
2002,MON,NL,collilo01,250000
2002,MON,NL,downssc01,225000
2002,MON,NL,galaran01,500000
2002,MON,NL,guerrvl01,8000000
2002,MON,NL,hergema01,370000
2002,MON,NL,lloydgr01,3000000
2002,MON,NL,mattetr01,200000
2002,MON,NL,mordemi01,500000
2002,MON,NL,ohkato01,240000
2002,MON,NL,pavanca01,1312500
2002,MON,NL,reamebr01,235000
2002,MON,NL,rodrihe02,300000
2002,MON,NL,schnebr01,212000
2002,MON,NL,stevele01,4000000
2002,MON,NL,stewasc01,235000
2002,MON,NL,stricsc01,355000
2002,MON,NL,tatisfe01,4500000
2002,MON,NL,trubych01,270000
2002,MON,NL,tucketj01,200000
2002,MON,NL,vazquja01,4725000
2002,MON,NL,vidrojo01,4000000
2002,MON,NL,vosbeed01,400000
2002,MON,NL,wilkebr01,206000
2002,MON,NL,yoshima01,300000
2002,NYA,AL,castial01,650000
2002,NYA,AL,choatra01,223350
2002,NYA,AL,clemero02,10300000
2002,NYA,AL,coomero01,750000
2002,NYA,AL,giambja01,10428571
2002,NYA,AL,hernaor01,3200000
2002,NYA,AL,hitchst01,4936719
2002,NYA,AL,jeterde01,14600000
2002,NYA,AL,johnsni01,220650
2002,NYA,AL,karsast01,4000000
2002,NYA,AL,keislra01,211400
2002,NYA,AL,lillyte01,237150
2002,NYA,AL,mendora01,2600000
2002,NYA,AL,mussimi01,11000000
2002,NYA,AL,parkech01,218600
2002,NYA,AL,pettian01,9500000
2002,NYA,AL,posadjo01,7000000
2002,NYA,AL,riverma01,9450000
2002,NYA,AL,soriaal01,630000
2002,NYA,AL,spencsh01,885000
2002,NYA,AL,stantmi02,2500000
2002,NYA,AL,tessmja01,210000
2002,NYA,AL,vandejo02,1850000
2002,NYA,AL,venturo01,8500000
2002,NYA,AL,wellsda01,2250000
2002,NYA,AL,whitero02,4500000
2002,NYA,AL,willibe02,12357143
2002,NYA,AL,willige02,2000000
2002,NYA,AL,wilsoen01,720000
2002,NYN,NL,alfoned01,6200000
2002,NYN,NL,alomaro01,7939664
2002,NYN,NL,astacpe01,4000000
2002,NYN,NL,benitar01,5812500
2002,NYN,NL,burnije01,7166667
2002,NYN,NL,cedenro01,2375000
2002,NYN,NL,chenbr01,300000
2002,NYN,NL,damicje01,1840000
2002,NYN,NL,daviska01,235000
2002,NYN,NL,estessh01,6200000
2002,NYN,NL,francjo01,3083333
2002,NYN,NL,guthrma01,1800000
2002,NYN,NL,johnsma01,475000
2002,NYN,NL,komiysa01,500000
2002,NYN,NL,leiteal01,9250000
2002,NYN,NL,matthga02,237500
2002,NYN,NL,mcewijo01,750000
2002,NYN,NL,ordonre01,6250000
2002,NYN,NL,paytoja01,362500
2002,NYN,NL,piazzmi01,10571429
2002,NYN,NL,robergr01,212500
2002,NYN,NL,trachst01,4300000
2002,NYN,NL,valenjo02,550000
2002,NYN,NL,vaughmo01,12166667
2002,NYN,NL,weathda01,1833333
2002,NYN,NL,wilsova01,222500
2002,OAK,AL,bradfch01,235000
2002,OAK,AL,chaveer01,2125000
2002,OAK,AL,colanmi01,300000
2002,OAK,AL,dyeje01,7166667
2002,OAK,AL,giambje01,1065000
2002,OAK,AL,hattesc01,900000
2002,OAK,AL,hernara02,497500
2002,OAK,AL,hiljuer01,237500
2002,OAK,AL,holtzmi01,825000
2002,OAK,AL,hudsoti01,875000
2002,OAK,AL,justida01,7000000
2002,OAK,AL,kochbi01,2433333
2002,OAK,AL,lidleco01,2550000
2002,OAK,AL,longte01,675000
2002,OAK,AL,magnami01,1200000
2002,OAK,AL,mecirji01,2366667
2002,OAK,AL,menecfr01,295000
2002,OAK,AL,muldema01,800000
2002,OAK,AL,myersgr01,800000
2002,OAK,AL,penaca01,202000
2002,OAK,AL,saenzol01,800000
2002,OAK,AL,tamje01,700000
2002,OAK,AL,tejadmi01,3625000
2002,OAK,AL,valdema02,223000
2002,OAK,AL,velarra01,1000000
2002,OAK,AL,venafmi01,812500
2002,OAK,AL,zitoba01,295000
2002,PHI,NL,abreubo01,6333333
2002,PHI,NL,adamste01,2700000
2002,PHI,NL,anderma02,400000
2002,PHI,NL,bottari01,1500000
2002,PHI,NL,burrepa01,1905000
2002,PHI,NL,coggida01,240000
2002,PHI,NL,cormirh01,2883333
2002,PHI,NL,duckwbr01,235000
2002,PHI,NL,glanvdo01,4000000
2002,PHI,NL,hollida01,400000
2002,PHI,NL,ledeeri01,750000
2002,PHI,NL,leetr01,3000000
2002,PHI,NL,liebemi01,7333333
2002,PHI,NL,mabryjo01,500000
2002,PHI,NL,mercahe01,255000
2002,PHI,NL,mesajo01,4200000
2002,PHI,NL,padilvi01,245000
2002,PHI,NL,perezto03,475000
2002,PHI,NL,persoro01,6250000
2002,PHI,NL,politcl01,245000
2002,PHI,NL,prattto02,650000
2002,PHI,NL,puntoni01,200000
2002,PHI,NL,rolensc01,8600000
2002,PHI,NL,rolliji01,355000
2002,PHI,NL,santijo03,700000
2002,PHI,NL,silvaca01,200000
2002,PHI,NL,wendetu01,2950000
2002,PHI,NL,wolfra02,450000
2002,PIT,NL,anderji02,305000
2002,PIT,NL,beimejo01,227000
2002,PIT,NL,benjami01,925000
2002,PIT,NL,bensokr01,2700000
2002,PIT,NL,boehrbr01,675000
2002,PIT,NL,brownad01,450000
2002,PIT,NL,fettemi01,2275000
2002,PIT,NL,foggjo01,203000
2002,PIT,NL,gilesbr02,8063003
2002,PIT,NL,hermach01,223000
2002,PIT,NL,kendaja01,6571429
2002,PIT,NL,lincomi01,267500
2002,PIT,NL,lowese01,950000
2002,PIT,NL,mackoro01,227000
2002,PIT,NL,mearepa01,3790000
2002,PIT,NL,nunezab01,200000
2002,PIT,NL,osikke01,625000
2002,PIT,NL,ramirar01,500000
2002,PIT,NL,reesepo01,1750000
2002,PIT,NL,riosar01,925000
2002,PIT,NL,sauersc01,766667
2002,PIT,NL,villoro01,900000
2002,PIT,NL,vogelry01,212500
2002,PIT,NL,wellski01,272500
2002,PIT,NL,willida07,234000
2002,PIT,NL,willimi03,2000000
2002,PIT,NL,wilsocr03,229000
2002,PIT,NL,wilsoja02,232000
2002,PIT,NL,youngke01,5625000
2002,SDN,NL,boydja02,253000
2002,SDN,NL,burrose01,200000
2002,SDN,NL,cruzde01,600000
2002,SDN,NL,daveyto01,270000
2002,SDN,NL,eatonad01,280000
2002,SDN,NL,embreal01,500000
2002,SDN,NL,fikacje01,210000
2002,SDN,NL,gantro01,500000
2002,SDN,NL,gonzawi01,350000
2002,SDN,NL,hoffmtr01,6600000
2002,SDN,NL,hubbatr01,300000
2002,SDN,NL,jarvike01,1250000
2002,SDN,NL,jimenda01,240000
2002,SDN,NL,jonesbo03,4000000
2002,SDN,NL,kleskry01,6000000
2002,SDN,NL,kotsama01,3050000
2002,SDN,NL,lampkto01,1250000
2002,SDN,NL,lankfra01,8100000
2002,SDN,NL,lawrebr02,235000
2002,SDN,NL,nevinph01,2600000
2002,SDN,NL,nunezjo02,245000
2002,SDN,NL,ramsaro01,235000
2002,SDN,NL,reedst01,500000
2002,SDN,NL,sweenma01,300000
2002,SDN,NL,tollbbr01,285000
2002,SDN,NL,tomkobr01,1100000
2002,SDN,NL,trammbu01,1500000
2002,SDN,NL,vazqura01,205000
2002,SDN,NL,walkeke01,267000
2002,SEA,AL,abbotpa01,3425000
2002,SEA,AL,baldwja01,1250000
2002,SEA,AL,boonebr01,8000000
2002,SEA,AL,camermi01,4666667
2002,SEA,AL,cirilje01,6375000
2002,SEA,AL,davisbe01,350000
2002,SEA,AL,frankry01,250000
2002,SEA,AL,garcifr02,3800000
2002,SEA,AL,gipsoch01,450000
2002,SEA,AL,guillca01,1400000
2002,SEA,AL,halamjo01,1400000
2002,SEA,AL,hasegsh01,1500000
2002,SEA,AL,martied01,7086668
2002,SEA,AL,mclemma01,3150000
2002,SEA,AL,moyerja01,6500000
2002,SEA,AL,nelsoje01,3333333
2002,SEA,AL,olerujo01,6950000
2002,SEA,AL,pineijo01,255000
2002,SEA,AL,relafde01,1275000
2002,SEA,AL,rhodear01,3500000
2002,SEA,AL,sasakka01,5070000
2002,SEA,AL,sierrru01,1900000
2002,SEA,AL,suzukic01,3696000
2002,SEA,AL,uguetlu01,200000
2002,SEA,AL,wilsoda01,4500000
2002,SFN,NL,ainswku01,200000
2002,SFN,NL,aurilri01,5250000
2002,SFN,NL,bellda01,1750000
2002,SFN,NL,benarma01,4200000
2002,SFN,NL,bondsba01,15000000
2002,SFN,NL,chrisja01,1733333
2002,SFN,NL,dunstsh01,1150000
2002,SFN,NL,felizpe01,222000
2002,SFN,NL,fultzaa01,300000
2002,SFN,NL,hernali01,3625000
2002,SFN,NL,jensery01,209000
2002,SFN,NL,kentje01,6000000
2002,SFN,NL,martira03,775000
2002,SFN,NL,minorda01,203000
2002,SFN,NL,murraca01,305000
2002,SFN,NL,nenro01,8300000
2002,SFN,NL,ortizru01,2862500
2002,SFN,NL,rodrife01,2516667
2002,SFN,NL,rueteki01,4866667
2002,SFN,NL,sandere02,1750000
2002,SFN,NL,santibe01,2044168
