playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
anderbr02,2001,1,ARI,NL,33,37,1,5,1,1,0,2.0,0.0,0.0,0,9.0,0.0,0.0,0.0,0.0,2.0
anderga01,2001,1,ANA,AL,161,672,83,194,39,2,28,123.0,13.0,6.0,27,100.0,4.0,0.0,0.0,5.0,12.0
anderji02,2001,1,PIT,NL,34,59,2,7,1,0,0,3.0,0.0,0.0,4,15.0,0.0,0.0,6.0,0.0,1.0
anderma01,2001,1,DET,AL,62,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
anderma02,2001,1,PHI,NL,147,522,69,153,30,2,11,61.0,8.0,5.0,35,74.0,5.0,2.0,10.0,5.0,12.0
ankieri01,2001,1,SLN,NL,6,8,1,0,0,0,0,0.0,0.0,0.0,1,5.0,0.0,0.0,1.0,0.0,0.0
appieke01,2001,1,NYN,NL,33,62,4,7,0,0,0,4.0,0.0,0.0,1,24.0,0.0,1.0,3.0,0.0,0.0
ariasal01,2001,1,SDN,NL,70,137,19,31,9,0,2,12.0,1.0,0.0,17,22.0,1.0,1.0,1.0,2.0,3.0
armasto02,2001,1,MON,NL,34,53,2,8,1,0,0,4.0,0.0,0.0,0,17.0,0.0,0.0,6.0,0.0,0.0
arrojro01,2001,1,BOS,AL,41,4,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0
arroybr01,2001,1,PIT,NL,24,21,0,1,0,0,0,1.0,0.0,0.0,1,16.0,0.0,0.0,0.0,1.0,0.0
ashbyan01,2001,1,LAN,NL,3,2,1,1,0,0,0,1.0,0.0,0.0,1,0.0,0.0,0.0,2.0,0.0,0.0
astacpe01,2001,1,COL,NL,22,42,2,4,0,0,0,3.0,0.0,0.0,0,12.0,0.0,0.0,10.0,0.0,0.0
astacpe01,2001,2,HOU,NL,4,11,0,1,0,0,0,0.0,0.0,0.0,0,5.0,0.0,0.0,1.0,0.0,0.0
atchlju01,2001,1,CIN,NL,15,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
aurilri01,2001,1,SFN,NL,156,636,114,206,37,5,37,97.0,1.0,3.0,47,83.0,2.0,0.0,3.0,3.0,14.0
ausmubr01,2001,1,HOU,NL,128,422,45,98,23,4,5,34.0,4.0,1.0,30,64.0,6.0,1.0,6.0,2.0,13.0
austije01,2001,1,KCA,AL,21,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
avenbr01,2001,1,LAN,NL,21,24,3,8,2,0,1,2.0,0.0,0.0,0,5.0,0.0,2.0,0.0,0.0,0.0
aybarma01,2001,1,CHN,NL,17,3,1,3,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
bacsimi02,2001,1,CLE,AL,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
baezbe01,2001,1,FLO,NL,8,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
baezda01,2001,1,CLE,AL,43,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
bagweje01,2001,1,HOU,NL,161,600,126,173,43,4,39,130.0,11.0,3.0,106,135.0,5.0,6.0,0.0,5.0,20.0
baileco01,2001,1,KCA,AL,53,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
baineha01,2001,1,CHA,AL,32,84,3,11,1,0,0,6.0,0.0,0.0,8,16.0,0.0,0.0,0.0,2.0,2.0
bakopa01,2001,1,ATL,NL,61,137,19,29,10,1,2,15.0,1.0,0.0,20,34.0,2.0,0.0,0.0,0.0,3.0
baldwja01,2001,1,CHA,AL,17,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
baldwja01,2001,2,LAN,NL,12,26,0,2,1,0,0,1.0,0.0,0.0,0,12.0,0.0,0.0,1.0,0.0,1.0
balejo01,2001,1,BAL,AL,14,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
balfogr01,2001,1,MIN,AL,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
bankswi01,2001,1,BOS,AL,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
barajro01,2001,1,ARI,NL,51,106,9,17,3,0,3,9.0,0.0,0.0,4,26.0,0.0,0.0,0.0,0.0,0.0
barcelo01,2001,1,CHA,AL,17,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
barkean01,2001,1,PIT,NL,17,46,5,14,2,0,1,3.0,1.0,0.0,4,7.0,1.0,1.0,0.0,0.0,2.0
barkegl01,2001,1,HOU,NL,70,24,12,2,0,0,0,1.0,4.0,6.0,3,6.0,0.0,2.0,0.0,1.0,0.0
barnejo01,2001,1,MIN,AL,9,21,1,1,0,0,0,0.0,0.0,0.0,1,3.0,0.0,1.0,0.0,0.0,0.0
barnela01,2001,1,ANA,AL,16,40,2,4,0,0,1,2.0,0.0,0.0,1,9.0,0.0,0.0,0.0,0.0,1.0
barremi01,2001,1,MON,NL,132,472,42,118,33,2,6,38.0,2.0,1.0,25,54.0,2.0,2.0,4.0,3.0,14.0
barteki01,2001,1,COL,NL,12,15,0,0,0,0,0,1.0,0.0,0.0,2,5.0,1.0,1.0,0.0,1.0,0.0
batismi01,2001,1,ARI,NL,48,32,2,2,0,0,0,0.0,0.0,0.0,2,17.0,0.0,0.0,2.0,0.0,0.0
batisto01,2001,1,TOR,AL,72,271,29,56,11,1,13,45.0,0.0,1.0,13,66.0,1.0,4.0,0.0,3.0,2.0
batisto01,2001,2,BAL,AL,84,308,41,82,16,5,12,42.0,5.0,1.0,19,47.0,0.0,0.0,0.0,4.0,7.0
bauerri01,2001,1,BAL,AL,6,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
bautida01,2001,1,ARI,NL,100,222,26,67,11,2,5,26.0,3.0,2.0,14,31.0,1.0,1.0,2.0,0.0,7.0
beckejo02,2001,1,FLO,NL,4,7,1,2,1,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,2.0,0.0,0.0
beckro01,2001,1,BOS,AL,68,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
beimejo01,2001,1,PIT,NL,42,26,3,7,0,0,0,0.0,0.0,0.0,1,10.0,0.0,0.0,4.0,0.0,0.0
beirnke01,2001,1,TOR,AL,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
belitto01,2001,1,COL,NL,8,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
bellda01,2001,1,SEA,AL,135,470,62,122,28,0,15,64.0,2.0,1.0,28,59.0,1.0,3.0,5.0,4.0,8.0
bellde01,2001,1,PIT,NL,46,156,14,27,3,0,5,13.0,0.0,2.0,25,38.0,5.0,0.0,2.0,0.0,4.0
bellhma01,2001,1,OAK,AL,38,74,11,10,1,2,1,4.0,0.0,0.0,7,37.0,0.0,0.0,1.0,0.0,1.0
bellicl01,2001,1,NYA,AL,51,81,12,13,1,1,5,12.0,1.0,2.0,4,23.0,0.0,1.0,1.0,1.0,2.0
belliro01,2001,1,MIL,NL,101,364,69,96,30,3,11,36.0,5.0,2.0,35,65.0,2.0,5.0,4.0,2.0,5.0
bellja01,2001,1,ARI,NL,129,428,59,106,24,1,13,46.0,0.0,1.0,65,79.0,3.0,4.0,8.0,4.0,9.0
bellro01,2001,1,CIN,NL,9,7,0,1,0,0,0,0.0,0.0,0.0,1,4.0,0.0,0.0,2.0,0.0,0.0
bellro01,2001,2,TEX,AL,18,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
beltrad01,2001,1,LAN,NL,126,475,59,126,22,4,13,60.0,13.0,4.0,28,82.0,1.0,5.0,2.0,5.0,9.0
beltrca01,2001,1,KCA,AL,155,617,106,189,32,12,24,101.0,31.0,1.0,52,120.0,2.0,5.0,1.0,5.0,7.0
benarma01,2001,1,SFN,NL,129,392,70,104,19,2,15,44.0,10.0,5.0,29,66.0,2.0,4.0,1.0,3.0,3.0
benesal01,2001,1,SLN,NL,9,2,1,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
benesan01,2001,1,SLN,NL,27,32,1,5,3,0,0,4.0,0.0,0.0,1,15.0,0.0,0.0,2.0,0.0,0.0
benitar01,2001,1,NYN,NL,73,1,0,0,0,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
bennega01,2001,1,PHI,NL,26,75,8,16,3,1,1,6.0,0.0,0.0,9,19.0,1.0,0.0,1.0,1.0,1.0
bennega01,2001,2,NYN,NL,1,1,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
bennega01,2001,3,COL,NL,19,55,7,15,3,0,1,4.0,0.0,0.0,3,5.0,3.0,1.0,1.0,1.0,0.0
benoijo01,2001,1,TEX,AL,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
bereja01,2001,1,CHN,NL,32,62,2,12,4,0,0,2.0,0.0,0.0,0,18.0,0.0,0.0,7.0,0.0,2.0
bergda01,2001,1,FLO,NL,82,215,26,52,12,1,4,16.0,0.0,1.0,14,39.0,0.0,2.0,2.0,2.0,3.0
bergebr01,2001,1,KCA,AL,6,16,4,5,1,1,2,2.0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0
bergepe01,2001,1,MON,NL,102,375,53,79,11,4,3,16.0,10.0,7.0,28,87.0,2.0,5.0,8.0,0.0,5.0
berkmla01,2001,1,HOU,NL,156,577,110,191,55,5,34,126.0,7.0,9.0,92,121.0,5.0,13.0,0.0,6.0,8.0
bernead01,2001,1,DET,AL,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
berroan01,2001,1,KCA,AL,15,53,8,16,2,0,0,4.0,2.0,0.0,3,10.0,0.0,0.0,0.0,0.0,2.0
betemwi01,2001,1,ATL,NL,8,3,1,0,0,0,0,0.0,1.0,0.0,2,3.0,0.0,0.0,0.0,0.0,0.0
bicheda01,2001,1,BOS,AL,107,391,45,112,30,1,12,49.0,2.0,2.0,20,76.0,1.0,3.0,0.0,1.0,13.0
biddlro01,2001,1,CHA,AL,30,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0
bierbni01,2001,1,ARI,NL,6,6,3,4,1,0,0,0.0,0.0,0.0,2,0.0,0.0,0.0,2.0,0.0,0.0
bierbni01,2001,2,TBA,AL,11,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
bigbila01,2001,1,BAL,AL,47,131,15,30,6,0,2,11.0,4.0,1.0,17,42.0,1.0,0.0,1.0,0.0,2.0
biggicr01,2001,1,HOU,NL,155,617,118,180,35,3,20,70.0,7.0,4.0,66,100.0,4.0,28.0,0.0,6.0,11.0
blairwi01,2001,1,DET,AL,9,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
blakeca01,2001,1,MIN,AL,13,22,1,7,1,0,0,2.0,1.0,0.0,3,8.0,1.0,0.0,0.0,0.0,0.0
blakeca01,2001,2,BAL,AL,6,15,2,2,0,0,1,2.0,2.0,0.0,1,4.0,0.0,0.0,0.0,0.0,0.0
blanche01,2001,1,MIL,NL,104,314,33,66,18,3,6,31.0,3.0,1.0,34,72.0,6.0,2.0,5.0,2.0,10.0
blankma01,2001,1,MON,NL,5,8,0,4,1,0,0,1.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
blumge01,2001,1,MON,NL,148,453,57,107,25,0,9,50.0,9.0,5.0,43,94.0,8.0,10.0,3.0,5.0,12.0
bocachi01,2001,1,LAN,NL,75,133,15,31,11,1,2,9.0,4.0,1.0,9,33.0,0.0,1.0,0.0,0.0,1.0
boehrbr01,2001,1,NYA,AL,22,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
boehrbr01,2001,2,SFN,NL,29,3,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
bogarti01,2001,1,LAN,NL,12,15,4,5,2,0,2,2.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0
bohanbr01,2001,1,COL,NL,21,31,3,10,4,0,0,3.0,0.0,0.0,1,7.0,0.0,0.0,1.0,0.0,1.0
bondsba01,2001,1,SFN,NL,153,476,129,156,32,2,73,137.0,13.0,3.0,177,93.0,35.0,9.0,0.0,2.0,5.0
bonesri01,2001,1,FLO,NL,61,2,0,1,0,0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0
bonilbo01,2001,1,SLN,NL,93,174,17,37,7,0,5,21.0,1.0,1.0,23,53.0,3.0,1.0,0.0,0.0,4.0
booneaa01,2001,1,CIN,NL,103,381,54,112,26,2,14,62.0,6.0,3.0,29,71.0,1.0,8.0,3.0,6.0,9.0
boonebr01,2001,1,SEA,AL,158,623,118,206,37,3,37,141.0,5.0,5.0,40,110.0,5.0,9.0,5.0,13.0,11.0
borbope02,2001,1,TOR,AL,71,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
bordepa01,2001,1,SEA,AL,5,6,1,3,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0
bordimi01,2001,1,BAL,AL,58,229,32,57,13,0,7,30.0,9.0,3.0,17,36.0,1.0,6.0,2.0,3.0,4.0
borkoda01,2001,1,DET,AL,15,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
borlato02,2001,1,ANA,AL,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
borowjo01,2001,1,CHN,NL,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
bottari01,2001,1,PHI,NL,66,3,1,1,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
botteke01,2001,1,HOU,NL,13,14,0,2,0,0,0,0.0,0.0,0.0,0,5.0,0.0,0.0,1.0,0.0,0.0
bowlebr01,2001,1,TOR,AL,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
bradfch01,2001,1,OAK,AL,35,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
bradlmi01,2001,1,MON,NL,67,220,19,49,16,3,1,19.0,7.0,4.0,19,62.0,0.0,1.0,2.0,0.0,6.0
bradlmi01,2001,2,CLE,AL,10,18,3,4,1,0,0,0.0,1.0,1.0,2,3.0,0.0,0.0,0.0,0.0,1.0
braggda01,2001,1,NYN,NL,18,57,4,15,6,0,0,5.0,3.0,2.0,4,23.0,0.0,1.0,1.0,0.0,0.0
braggda01,2001,2,NYA,AL,5,4,1,1,1,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
bransje01,2001,1,LAN,NL,13,21,3,6,0,0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0
brantje01,2001,1,TEX,AL,18,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
branyru01,2001,1,CLE,AL,113,315,48,73,16,2,20,54.0,1.0,1.0,38,132.0,1.0,3.0,0.0,5.0,2.0
breale01,2001,1,BAL,AL,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
brockch01,2001,1,PHI,NL,24,3,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
brognri01,2001,1,ATL,NL,72,206,15,51,9,0,3,21.0,3.0,1.0,14,46.0,1.0,1.0,1.0,1.0,9.0
brohatr01,2001,1,ARI,NL,59,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
brosisc01,2001,1,NYA,AL,120,428,57,123,25,2,13,49.0,3.0,1.0,34,83.0,2.0,5.0,6.0,5.0,10.0
broweji01,2001,1,CIN,NL,48,26,6,8,1,0,0,3.0,0.0,0.0,0,8.0,0.0,0.0,2.0,0.0,0.0
brownad01,2001,1,PIT,NL,8,31,3,6,0,0,1,2.0,2.0,1.0,3,3.0,0.0,0.0,0.0,0.0,1.0
brownde02,2001,1,KCA,AL,106,380,39,93,19,0,7,40.0,5.0,3.0,22,81.0,4.0,1.0,1.0,2.0,12.0
brownem01,2001,1,PIT,NL,61,123,18,25,4,1,3,13.0,10.0,4.0,15,42.0,1.0,2.0,0.0,0.0,2.0
brownem01,2001,2,SDN,NL,13,14,3,1,0,0,0,0.0,2.0,0.0,1,7.0,0.0,0.0,0.0,0.0,0.0
brownke01,2001,1,LAN,NL,20,36,2,3,0,0,1,2.0,0.0,0.0,0,12.0,0.0,3.0,2.0,0.0,0.0
brownke04,2001,1,MIL,NL,17,43,7,9,0,1,4,12.0,0.0,0.0,2,18.0,0.0,1.0,0.0,0.0,1.0
brownro01,2001,1,CHN,NL,39,83,13,22,6,1,4,22.0,0.0,0.0,7,12.0,0.0,1.0,0.0,1.0,3.0
brumbcl01,2001,1,TEX,AL,7,10,1,0,0,0,0,0.0,0.0,0.0,1,5.0,0.0,0.0,0.0,0.0,0.0
brumbcl01,2001,2,COL,NL,14,36,5,10,2,0,1,4.0,0.0,1.0,2,9.0,0.0,0.0,0.0,0.0,3.0
buchabr01,2001,1,MIN,AL,69,197,28,54,12,0,10,32.0,1.0,1.0,19,58.0,0.0,2.0,0.0,1.0,2.0
buddimi01,2001,1,MIL,NL,31,4,1,1,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0
buehrma01,2001,1,CHA,AL,32,3,0,0,0,0,0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0
buforda01,2001,1,CHN,NL,35,85,11,15,2,0,3,8.0,0.0,0.0,4,23.0,0.0,0.0,0.0,0.0,3.0
buhneja01,2001,1,SEA,AL,19,45,4,10,2,0,2,5.0,0.0,0.0,8,9.0,0.0,0.0,0.0,0.0,3.0
burbada01,2001,1,CLE,AL,32,2,1,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,2.0,0.0,0.0
burkeja02,2001,1,ANA,AL,9,5,1,1,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
burkejo03,2001,1,ATL,NL,34,65,2,6,0,0,0,1.0,0.0,0.0,3,29.0,0.0,0.0,7.0,0.0,5.0
burkhmo01,2001,1,BOS,AL,11,33,3,6,1,0,1,4.0,0.0,0.0,1,11.0,0.0,0.0,0.0,0.0,1.0
burksel01,2001,1,CLE,AL,124,439,83,123,29,1,28,74.0,5.0,1.0,62,85.0,2.0,5.0,0.0,9.0,16.0
burneaj01,2001,1,FLO,NL,27,50,0,4,1,0,0,0.0,0.0,0.0,1,27.0,0.0,1.0,7.0,0.0,0.0
burnije01,2001,1,MIL,NL,154,562,104,141,32,4,34,100.0,0.0,4.0,80,150.0,9.0,5.0,0.0,4.0,8.0
burrepa01,2001,1,PHI,NL,155,539,70,139,29,2,27,89.0,2.0,1.0,70,162.0,7.0,5.0,0.0,4.0,12.0
bushho01,2001,1,TOR,AL,78,271,32,83,11,1,3,27.0,13.0,4.0,8,50.0,1.0,6.0,2.0,4.0,2.0
butlebr02,2001,1,COL,NL,53,119,17,29,7,1,1,14.0,1.0,1.0,7,7.0,0.0,1.0,2.0,2.0,4.0
byrdpa01,2001,1,PHI,NL,4,2,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
byrdpa01,2001,2,KCA,AL,16,4,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,1.0,0.0,0.0
byrneer01,2001,1,OAK,AL,19,38,9,9,1,0,3,5.0,1.0,0.0,4,6.0,0.0,1.0,0.0,0.0,0.0
cabrejo01,2001,1,ATL,NL,55,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
cabrejo02,2001,1,CLE,AL,141,287,50,75,16,3,1,38.0,10.0,4.0,16,41.0,0.0,6.0,1.0,2.0,4.0
cabreor01,2001,1,MON,NL,162,626,64,173,41,6,14,96.0,19.0,7.0,43,54.0,5.0,4.0,4.0,7.0,15.0
cairomi01,2001,1,CHN,NL,66,123,20,35,3,1,2,9.0,2.0,1.0,16,21.0,1.0,0.0,7.0,1.0,3.0
cairomi01,2001,2,SLN,NL,27,33,5,11,5,0,1,7.0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,1.0
callami01,2001,1,TBA,AL,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
camermi01,2001,1,SEA,AL,150,540,99,144,30,5,25,110.0,34.0,5.0,69,155.0,3.0,10.0,1.0,13.0,13.0
caminke01,2001,1,TEX,AL,54,185,24,43,8,1,9,25.0,0.0,0.0,22,41.0,2.0,2.0,0.0,2.0,5.0
caminke01,2001,2,ATL,NL,64,171,12,38,9,0,6,16.0,0.0,1.0,21,44.0,1.0,0.0,0.0,1.0,2.0
cansejo01,2001,1,CHA,AL,76,256,46,66,8,0,16,49.0,2.0,1.0,45,75.0,1.0,1.0,0.0,4.0,4.0
cardoja01,2001,1,DET,AL,46,96,10,25,8,0,1,10.0,0.0,1.0,2,12.0,0.0,1.0,2.0,1.0,2.0
carpech01,2001,1,TOR,AL,34,6,0,1,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,1.0,0.0,0.0
carragi01,2001,1,LAN,NL,47,12,1,3,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
carrahe01,2001,1,MIN,AL,56,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
casanra01,2001,1,MIL,NL,71,192,21,50,10,0,11,33.0,0.0,0.0,12,29.0,2.0,1.0,0.0,3.0,3.0
caseyse01,2001,1,CIN,NL,145,533,69,165,40,0,13,89.0,3.0,1.0,43,63.0,8.0,9.0,0.0,3.0,16.0
castial01,2001,1,TOR,AL,66,131,9,26,4,0,1,4.0,1.0,1.0,7,30.0,0.0,3.0,5.0,0.0,2.0
castica02,2001,1,BOS,AL,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
castifr01,2001,1,BOS,AL,26,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0
castilu01,2001,1,FLO,NL,134,537,76,141,16,10,2,45.0,33.0,16.0,67,90.0,0.0,1.0,4.0,3.0,6.0
castivi02,2001,1,TBA,AL,24,93,7,20,6,0,2,9.0,0.0,0.0,3,22.0,0.0,1.0,0.0,0.0,3.0
castivi02,2001,2,HOU,NL,122,445,62,120,28,1,23,82.0,1.0,4.0,32,86.0,3.0,3.0,0.0,4.0,19.0
castrju01,2001,1,CIN,NL,96,242,27,54,10,0,3,13.0,0.0,0.0,13,50.0,2.0,0.0,4.0,2.0,9.0
castrra01,2001,1,FLO,NL,7,11,0,2,0,0,0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0
catalfr01,2001,1,TEX,AL,133,463,77,153,31,5,11,54.0,15.0,5.0,39,55.0,3.0,8.0,1.0,1.0,5.0
cedenro01,2001,1,DET,AL,131,523,79,153,14,11,6,48.0,55.0,15.0,36,83.0,1.0,2.0,6.0,5.0,5.0
