playerID,yearID_x,stint,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameGiven,weight,height,bats,throws,debut,finalGame,retroID,bbrefID,yearID_y,teamID,lgID,salary
anderji02,2001,1,34,59,2,7,1,0,0,3.0,0.0,0.0,4,15.0,0.0,0.0,6.0,0.0,1.0,1976.0,1.0,22.0,USA,VA,Portsmouth,,,,,,,Jimmy,Anderson,James Drew,195.0,73.0,L,L,1999-07-04,2004-07-21,andej002,anderji02,2002,PIT,NL,305000
anderma01,2001,1,62,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1976.0,8.0,17.0,USA,KY,Louisville,,,,,,,Matt,Anderson,Matthew Jason,200.0,76.0,R,R,1998-06-25,2005-07-01,andem002,anderma01,2002,DET,AL,1800000
anderma02,2001,1,147,522,69,153,30,2,11,61.0,8.0,5.0,35,74.0,5.0,2.0,10.0,5.0,12.0,1974.0,1.0,6.0,USA,AL,Montgomery,,,,,,,Marlon,Anderson,Marlon Ordell,190.0,70.0,L,R,1998-09-08,2009-04-10,andem003,anderma02,2002,PHI,NL,400000
ankieri01,2001,1,6,8,1,0,0,0,0,0.0,0.0,0.0,1,5.0,0.0,0.0,1.0,0.0,0.0,1979.0,7.0,19.0,USA,FL,Fort Pierce,,,,,,,Rick,Ankiel,Richard Alexander,210.0,73.0,L,L,1999-08-23,2013-06-08,ankir001,ankieri01,2002,SLN,NL,400000
appieke01,2001,1,33,62,4,7,0,0,0,4.0,0.0,0.0,1,24.0,0.0,1.0,3.0,0.0,0.0,1967.0,12.0,6.0,USA,CA,Lancaster,,,,,,,Kevin,Appier,Robert Kevin,180.0,74.0,R,R,1989-06-04,2004-04-23,appik001,appieke01,2002,ANA,AL,9500000
armasto02,2001,1,34,53,2,8,1,0,0,4.0,0.0,0.0,0,17.0,0.0,0.0,6.0,0.0,0.0,1978.0,4.0,29.0,Venezuela,Anzoategui,Puerto Piritu,,,,,,,Tony,Armas,Antonio Jose,205.0,76.0,R,R,1999-08-16,2008-07-07,armat002,armasto02,2002,MON,NL,335000
arrojro01,2001,1,41,4,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,1965.0,7.0,18.0,Cuba,Villa Clara,Santa Clara,,,,,,,Rolando,Arrojo,Luis Rolando,215.0,76.0,R,R,1998-04-01,2002-09-22,arror001,arrojro01,2002,BOS,AL,1900000
ashbyan01,2001,1,3,2,1,1,0,0,0,1.0,0.0,0.0,1,0.0,0.0,0.0,2.0,0.0,0.0,1967.0,7.0,11.0,USA,MO,Kansas City,,,,,,,Andy,Ashby,Andrew Jason,180.0,73.0,R,R,1991-06-10,2004-09-14,ashba002,ashbyan01,2002,LAN,NL,8000000
astacpe01,4002,3,26,53,2,5,0,0,0,3.0,0.0,0.0,0,17.0,0.0,0.0,11.0,0.0,0.0,1968.0,11.0,28.0,D.R.,Hato Mayor,Hato Mayor del Rey,,,,,,,Pedro,Astacio,Pedro Julio,174.0,74.0,R,R,1992-07-03,2006-09-27,astap001,astacpe01,2002,NYN,NL,4000000
aurilri01,2001,1,156,636,114,206,37,5,37,97.0,1.0,3.0,47,83.0,2.0,0.0,3.0,3.0,14.0,1971.0,9.0,2.0,USA,NY,Brooklyn,,,,,,,Rich,Aurilia,Richard Santo,170.0,72.0,R,R,1995-09-06,2009-10-04,aurir001,aurilri01,2002,SFN,NL,5250000
ausmubr01,2001,1,128,422,45,98,23,4,5,34.0,4.0,1.0,30,64.0,6.0,1.0,6.0,2.0,13.0,1969.0,4.0,14.0,USA,CT,New Haven,,,,,,,Brad,Ausmus,Bradley David,190.0,71.0,R,R,1993-07-28,2010-10-03,ausmb001,ausmubr01,2002,HOU,NL,5000000
austije01,2001,1,21,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1976.0,10.0,19.0,USA,CA,San Bernardino,,,,,,,Jeff,Austin,Jeffrey Wellington,185.0,72.0,R,R,2001-06-26,2003-05-28,austj002,austije01,2002,KCA,AL,205000
baezbe01,2001,1,8,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1977.0,5.0,6.0,D.R.,Monsenor Nouel,Bonao,,,,,,,Benito,Baez,Benito,160.0,72.0,L,L,2001-08-25,2001-10-05,baezb001,baezbe01,2002,FLO,NL,202000
baezda01,2001,1,43,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1977.0,9.0,10.0,Cuba,Pinar del Rio,Pinar del Rio,,,,,,,Danys,Baez,Danys G.,225.0,75.0,R,R,2001-05-13,2011-07-16,baezd001,baezda01,2002,CLE,AL,4125000
bagweje01,2001,1,161,600,126,173,43,4,39,130.0,11.0,3.0,106,135.0,5.0,6.0,0.0,5.0,20.0,1968.0,5.0,27.0,USA,MA,Boston,,,,,,,Jeff,Bagwell,Jeffrey Robert,195.0,72.0,R,R,1991-04-08,2005-10-02,bagwj001,bagweje01,2002,HOU,NL,11000000
baileco01,2001,1,53,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1971.0,1.0,24.0,USA,IL,Herrin,,,,,,,Cory,Bailey,Philip Cory,195.0,72.0,R,R,1993-09-01,2002-07-03,bailc001,baileco01,2002,KCA,AL,320000
bakopa01,2001,1,61,137,19,29,10,1,2,15.0,1.0,0.0,20,34.0,2.0,0.0,0.0,0.0,3.0,1972.0,6.0,20.0,USA,LA,Lafayette,,,,,,,Paul,Bako,Gabor Paul,205.0,74.0,L,R,1998-04-30,2009-10-04,bakop001,bakopa01,2002,MIL,NL,750000
baldwja01,4002,3,29,28,0,2,1,0,0,1.0,0.0,0.0,0,13.0,0.0,0.0,1.0,0.0,1.0,1971.0,7.0,15.0,USA,NC,Pinehurst,,,,,,,James,Baldwin,James,210.0,75.0,R,R,1995-04-30,2005-09-29,baldj002,baldwja01,2002,SEA,AL,1250000
bankswi01,2001,1,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1969.0,2.0,27.0,USA,NJ,Jersey City,,,,,,,Willie,Banks,Willie Anthony,190.0,73.0,R,R,1991-07-31,2002-09-26,bankw001,bankswi01,2002,BOS,AL,450000
barajro01,2001,1,51,106,9,17,3,0,3,9.0,0.0,0.0,4,26.0,0.0,0.0,0.0,0.0,0.0,1975.0,9.0,5.0,USA,CA,Ontario,,,,,,,Rod,Barajas,Rodrigo Richard,250.0,74.0,R,R,1999-09-25,2012-10-03,barar001,barajro01,2002,ARI,NL,215000
barcelo01,2001,1,17,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1977.0,8.0,10.0,D.R.,San Pedro de Macoris,San Pedro de Macoris,,,,,,,Lorenzo,Barcelo,Lorenzo Antonio,230.0,76.0,R,R,2000-07-22,2002-04-19,barcl001,barcelo01,2002,CHA,AL,240000
barremi01,2001,1,132,472,42,118,33,2,6,38.0,2.0,1.0,25,54.0,2.0,2.0,4.0,3.0,14.0,1976.0,10.0,22.0,USA,GA,Atlanta,,,,,,,Michael,Barrett,Michael Patrick,185.0,75.0,R,R,1998-09-19,2009-04-17,barrm003,barremi01,2002,MON,NL,1150000
batismi01,2001,1,48,32,2,2,0,0,0,0.0,0.0,0.0,2,17.0,0.0,0.0,2.0,0.0,0.0,1971.0,2.0,19.0,D.R.,Distrito Nacional,Santo Domingo,,,,,,,Miguel,Batista,Miguel Jerez,210.0,73.0,R,R,1992-04-11,2012-09-11,batim001,batismi01,2002,ARI,NL,2125000
batisto01,4002,3,156,579,70,138,27,6,25,87.0,5.0,2.0,32,113.0,1.0,4.0,0.0,7.0,9.0,1973.0,12.0,9.0,D.R.,Puerto Plata,Puerto Plata,,,,,,,Tony,Batista,Leocadio Francisco,180.0,72.0,R,R,1996-06-03,2007-09-30,batit001,batisto01,2002,BAL,AL,4900000
bauerri01,2001,1,6,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1977.0,1.0,10.0,USA,CA,Garden Grove,,,,,,,Rick,Bauer,Richard Edward,215.0,78.0,R,R,2001-09-02,2008-06-29,bauer001,bauerri01,2002,BAL,AL,200000
bautida01,2001,1,100,222,26,67,11,2,5,26.0,3.0,2.0,14,31.0,1.0,1.0,2.0,0.0,7.0,1972.0,5.0,24.0,D.R.,Distrito Nacional,Santo Domingo,,,,,,,Danny,Bautista,Daniel,170.0,71.0,R,R,1993-09-15,2004-09-28,bautd001,bautida01,2002,ARI,NL,2000000
beckejo02,2001,1,4,7,1,2,1,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,2.0,0.0,0.0,1980.0,5.0,15.0,USA,TX,Spring,,,,,,,Josh,Beckett,Joshua Patrick,230.0,77.0,R,R,2001-09-04,2014-08-03,beckj002,beckejo02,2002,FLO,NL,2156250
beimejo01,2001,1,42,26,3,7,0,0,0,0.0,0.0,0.0,1,10.0,0.0,0.0,4.0,0.0,0.0,1977.0,4.0,19.0,USA,PA,St. Marys,,,,,,,Joe,Beimel,Joseph Ronald,205.0,75.0,L,L,2001-04-08,2015-10-03,beimj001,beimejo01,2002,PIT,NL,227000
bellda01,2001,1,135,470,62,122,28,0,15,64.0,2.0,1.0,28,59.0,1.0,3.0,5.0,4.0,8.0,1972.0,9.0,14.0,USA,OH,Cincinnati,,,,,,,David,Bell,David Michael,170.0,70.0,R,R,1995-05-03,2006-10-01,belld002,bellda01,2002,SFN,NL,1750000
bellhma01,2001,1,38,74,11,10,1,2,1,4.0,0.0,0.0,7,37.0,0.0,0.0,1.0,0.0,1.0,1974.0,8.0,23.0,USA,MA,South Weymouth,,,,,,,Mark,Bellhorn,Mark Christian,195.0,73.0,B,R,1997-06-10,2007-09-30,bellm002,bellhma01,2002,CHN,NL,224000
belliro01,2001,1,101,364,69,96,30,3,11,36.0,5.0,2.0,35,65.0,2.0,5.0,4.0,2.0,5.0,1975.0,4.0,7.0,USA,NY,New York,,,,,,,Ronnie,Belliard,Ronald,210.0,69.0,R,R,1998-09-12,2010-09-06,bellr002,belliro01,2002,MIL,NL,1650000
bellja01,2001,1,129,428,59,106,24,1,13,46.0,0.0,1.0,65,79.0,3.0,4.0,8.0,4.0,9.0,1965.0,12.0,11.0,USA,FL,Pensacola,,,,,,,Jay,Bell,Jay Stuart,180.0,73.0,R,R,1986-09-29,2003-09-28,bellj001,bellja01,2002,ARI,NL,8000000
beltrad01,2001,1,126,475,59,126,22,4,13,60.0,13.0,4.0,28,82.0,1.0,5.0,2.0,5.0,9.0,1979.0,4.0,7.0,D.R.,Distrito Nacional,Santo Domingo,,,,,,,Adrian,Beltre,Adrian,220.0,71.0,R,R,1998-06-24,2018-09-30,belta001,beltrad01,2002,LAN,NL,2800000
beltrca01,2001,1,155,617,106,189,32,12,24,101.0,31.0,1.0,52,120.0,2.0,5.0,1.0,5.0,7.0,1977.0,4.0,24.0,P.R.,,Manati,,,,,,,Carlos,Beltran,Carlos Ivan,215.0,73.0,B,R,1998-09-14,2017-10-01,beltc001,beltrca01,2002,KCA,AL,3500000
benarma01,2001,1,129,392,70,104,19,2,15,44.0,10.0,5.0,29,66.0,2.0,4.0,1.0,3.0,3.0,1971.0,1.0,20.0,Nicaragua,Atlantico Sur,Bluefields,,,,,,,Marvin,Benard,Marvin Larry,180.0,70.0,L,L,1995-09-05,2003-09-27,benam001,benarma01,2002,SFN,NL,4200000
benesan01,2001,1,27,32,1,5,3,0,0,4.0,0.0,0.0,1,15.0,0.0,0.0,2.0,0.0,0.0,1967.0,8.0,20.0,USA,IN,Evansville,,,,,,,Andy,Benes,Andrew Charles,235.0,78.0,R,R,1989-08-11,2002-09-29,benea001,benesan01,2002,SLN,NL,6367542
benitar01,2001,1,73,1,0,0,0,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1972.0,11.0,3.0,D.R.,San Pedro de Macoris,Ramon Santana,,,,,,,Armando,Benitez,Armando German,180.0,76.0,R,R,1994-07-28,2008-06-06,benia001,benitar01,2002,NYN,NL,5812500
bennega01,6003,6,46,131,15,32,6,1,2,10.0,0.0,0.0,12,24.0,4.0,1.0,2.0,2.0,1.0,1972.0,4.0,17.0,USA,IL,Waukegan,,,,,,,Gary,Bennett,Gary David,190.0,72.0,R,R,1995-09-24,2008-05-18,benng001,bennega01,2002,COL,NL,290000
bereja01,2001,1,32,62,2,12,4,0,0,2.0,0.0,0.0,0,18.0,0.0,0.0,7.0,0.0,2.0,1971.0,5.0,26.0,USA,MA,Cambridge,,,,,,,Jason,Bere,Jason Phillip,185.0,75.0,R,R,1993-05-27,2003-05-27,berej002,bereja01,2002,CHN,NL,3400000
bergda01,2001,1,82,215,26,52,12,1,4,16.0,0.0,1.0,14,39.0,0.0,2.0,2.0,2.0,3.0,1970.0,9.0,3.0,USA,CA,Roseville,,,,,,,Dave,Berg,David Scott,185.0,71.0,R,R,1998-04-02,2004-09-29,bergd002,bergda01,2002,TOR,AL,450000
bergebr01,2001,1,6,16,4,5,1,1,2,2.0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,1975.0,2.0,21.0,USA,KY,Covington,,,,,,,Brandon,Berger,Brandon Charles,205.0,71.0,R,R,2001-09-09,2004-06-13,bergb001,bergebr01,2002,KCA,AL,202000
bergepe01,2001,1,102,375,53,79,11,4,3,16.0,10.0,7.0,28,87.0,2.0,5.0,8.0,0.0,5.0,1977.0,11.0,9.0,USA,MA,Greenfield,,,,,,,Peter,Bergeron,Peter Francis,185.0,74.0,L,R,1999-09-07,2004-04-18,bergp001,bergepe01,2002,MON,NL,250000
berkmla01,2001,1,156,577,110,191,55,5,34,126.0,7.0,9.0,92,121.0,5.0,13.0,0.0,6.0,8.0,1976.0,2.0,10.0,USA,TX,Waco,,,,,,,Lance,Berkman,William Lance,220.0,73.0,B,L,1999-07-16,2013-09-17,berkl001,berkmla01,2002,HOU,NL,500000
biddlro01,2001,1,30,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,1976.0,5.0,21.0,USA,NV,Las Vegas,,,,,,,Rocky,Biddle,Lee Francis,230.0,75.0,R,R,2000-08-10,2004-09-06,biddr001,biddlro01,2002,CHA,AL,250000
biggicr01,2001,1,155,617,118,180,35,3,20,70.0,7.0,4.0,66,100.0,4.0,28.0,0.0,6.0,11.0,1965.0,12.0,14.0,USA,NY,Smithtown,,,,,,,Craig,Biggio,Craig Alan,185.0,71.0,R,R,1988-06-26,2007-09-30,biggc001,biggicr01,2002,HOU,NL,8750000
blanche01,2001,1,104,314,33,66,18,3,6,31.0,3.0,1.0,34,72.0,6.0,2.0,5.0,2.0,10.0,1971.0,8.0,29.0,Venezuela,Distrito Federal,Caracas,,,,,,,Henry,Blanco,Henry Ramon,220.0,71.0,R,R,1997-07-25,2013-09-23,blanh001,blanche01,2002,ATL,NL,1512500
blumge01,2001,1,148,453,57,107,25,0,9,50.0,9.0,5.0,43,94.0,8.0,10.0,3.0,5.0,12.0,1973.0,4.0,26.0,USA,CA,Redwood City,,,,,,,Geoff,Blum,Geoffrey Edward,220.0,75.0,B,R,1999-08-09,2012-07-17,blumg001,blumge01,2002,HOU,NL,315000
bocachi01,2001,1,75,133,15,31,11,1,2,9.0,4.0,1.0,9,33.0,0.0,1.0,0.0,0.0,1.0,1976.0,3.0,4.0,P.R.,,Ponce,,,,,,,Hiram,Bocachica,Hiram Colon,195.0,71.0,R,R,2000-09-13,2007-07-17,bocah001,bocachi01,2002,LAN,NL,225000
boehrbr01,4002,3,51,3,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,1969.0,1.0,8.0,USA,MO,St. Louis,,,,,,,Brian,Boehringer,Brian Edward,180.0,74.0,B,R,1995-04-30,2004-06-01,boehb001,boehrbr01,2002,PIT,NL,675000
bondsba01,2001,1,153,476,129,156,32,2,73,137.0,13.0,3.0,177,93.0,35.0,9.0,0.0,2.0,5.0,1964.0,7.0,24.0,USA,CA,Riverside,,,,,,,Barry,Bonds,Barry Lamar,185.0,73.0,L,L,1986-05-30,2007-09-26,bondb001,bondsba01,2002,SFN,NL,15000000
booneaa01,2001,1,103,381,54,112,26,2,14,62.0,6.0,3.0,29,71.0,1.0,8.0,3.0,6.0,9.0,1973.0,3.0,9.0,USA,CA,La Mesa,,,,,,,Aaron,Boone,Aaron John,190.0,74.0,R,R,1997-06-20,2009-10-04,boona001,booneaa01,2002,CIN,NL,2100000
boonebr01,2001,1,158,623,118,206,37,3,37,141.0,5.0,5.0,40,110.0,5.0,9.0,5.0,13.0,11.0,1969.0,4.0,6.0,USA,CA,El Cajon,,,,,,,Bret,Boone,Bret Robert,180.0,70.0,R,R,1992-08-19,2005-07-30,boonb002,boonebr01,2002,SEA,AL,8000000
borbope02,2001,1,71,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1967.0,11.0,15.0,D.R.,Valverde,Mao,,,,,,,Pedro,Borbon,Pedro Felix,205.0,73.0,R,L,1992-10-02,2003-08-15,borbp001,borbope02,2002,TOR,AL,1650000
bordimi01,2001,1,58,229,32,57,13,0,7,30.0,9.0,3.0,17,36.0,1.0,6.0,2.0,3.0,4.0,1965.0,7.0,21.0,USA,MI,Marquette,,,,,,,Mike,Bordick,Michael Todd,170.0,71.0,R,R,1990-04-11,2003-09-28,bordm001,bordimi01,2002,BAL,AL,4873439
borowjo01,2001,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1971.0,5.0,4.0,USA,NJ,Bayonne,,,,,,,Joe,Borowski,Joseph Thomas,225.0,74.0,R,R,1995-07-09,2008-07-01,boroj001,borowjo01,2002,CHN,NL,235000
bottari01,2001,1,66,3,1,1,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1969.0,8.0,26.0,USA,CT,New Britain,,,,,,,Ricky,Bottalico,Ricky Paul,200.0,73.0,L,R,1994-07-29,2005-07-22,bottr001,bottari01,2002,PHI,NL,1500000
bradfch01,2001,1,35,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1974.0,9.0,14.0,USA,MS,Jackson,,,,,,,Chad,Bradford,Chadwick Lee,205.0,77.0,R,R,1998-08-01,2009-09-23,bradc001,bradfch01,2002,OAK,AL,235000
bradlmi01,4002,3,77,238,22,53,17,3,1,19.0,8.0,5.0,21,65.0,0.0,1.0,2.0,0.0,7.0,1978.0,4.0,15.0,USA,CA,Harbor City,,,,,,,Milton,Bradley,Milton Obelle,215.0,72.0,B,R,2000-07-19,2011-05-08,bradm001,bradlmi01,2002,CLE,AL,221000
branyru01,2001,1,113,315,48,73,16,2,20,54.0,1.0,1.0,38,132.0,1.0,3.0,0.0,5.0,2.0,1975.0,12.0,19.0,USA,GA,Warner Robins,,,,,,,Russell,Branyan,Russell Oles,235.0,76.0,L,R,1998-09-26,2011-09-26,branr001,branyru01,2002,CLE,AL,251000
brockch01,2001,1,24,3,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1970.0,2.0,5.0,USA,FL,Orlando,,,,,,,Chris,Brock,Terrence Christopher,175.0,72.0,R,R,1997-06-11,2002-09-28,brocc001,brockch01,2002,BAL,AL,1000000
broweji01,2001,1,48,26,6,8,1,0,0,3.0,0.0,0.0,0,8.0,0.0,0.0,2.0,0.0,0.0,1972.0,12.0,29.0,USA,MN,Edina,,,,,,,Jim,Brower,James Robert,205.0,74.0,R,R,1999-09-05,2007-08-14,browj003,broweji01,2002,CIN,NL,250000
brownad01,2001,1,8,31,3,6,0,0,1,2.0,2.0,1.0,3,3.0,0.0,0.0,0.0,0.0,1.0,1974.0,2.0,7.0,USA,MS,McComb,,,,,,,Adrian,Brown,Adrian Demond,175.0,72.0,B,R,1997-05-16,2006-05-23,browa001,brownad01,2002,PIT,NL,450000
brownke01,2001,1,20,36,2,3,0,0,1,2.0,0.0,0.0,0,12.0,0.0,3.0,2.0,0.0,0.0,1965.0,3.0,14.0,USA,GA,Milledgeville,,,,,,,Kevin,Brown,James Kevin,195.0,76.0,R,R,1986-09-30,2005-07-23,browk001,brownke01,2002,LAN,NL,15714286
brownro01,2001,1,39,83,13,22,6,1,4,22.0,0.0,0.0,7,12.0,0.0,1.0,0.0,1.0,3.0,1975.0,8.0,3.0,USA,MS,Vicksburg,,,,,,,Roosevelt,Brown,Roosevelt Lawayne,195.0,71.0,L,R,1999-05-18,2002-09-29,browr001,brownro02,2002,CHN,NL,255000
buchabr01,2001,1,69,197,28,54,12,0,10,32.0,1.0,1.0,19,58.0,0.0,2.0,0.0,1.0,2.0,1973.0,7.0,21.0,USA,FL,Miami,,,,,,,Brian,Buchanan,Brian James,230.0,76.0,R,R,2000-05-19,2004-08-29,buchb002,buchabr01,2002,MIN,AL,225000
